business_failure_code_bq;region_name;period_scope;sector_name;business_failure_code;business_failure_description
DIREN_M_FR_DE_UL_DF_21_N_PS_TT;France -Taux de croissance en glissement 2 ans du nombre de défaillances d'entreprises;;Brut;DIREN.M.FR.DE.UL.DF.21.N.PS.TT;France -Taux de croissance en glissement 2 ans du nombre de défaillances d'entreprises - Enseign., santé, act. soc. et services aux ménages - Brut
DIREN_M_FR_DE_UL_DF_21_N_ZZ_IG;France -Taux de croissance en glissement 2 ans du nombre de défaillances des ETI et GE;;Brut;DIREN.M.FR.DE.UL.DF.21.N.ZZ.IG;France -Taux de croissance en glissement 2 ans du nombre de défaillances des ETI et GE - Tous secteurs - Brut
DIREN_M_FR_DE_UL_DF_21_N_ZZ_ME;France -Taux de croissance en glissement 2 ans du nombre de défaillances des ME;;Brut;DIREN.M.FR.DE.UL.DF.21.N.ZZ.ME;France -Taux de croissance en glissement 2 ans du nombre de défaillances des ME - Tous secteurs - Brut
DIREN_M_FR_DE_UL_DF_21_N_ZZ_MI;France -Taux de croissance en glissement 2 ans du nombre de défaillances des microentreprises et taille inconnue;;Brut;DIREN.M.FR.DE.UL.DF.21.N.ZZ.MI;France -Taux de croissance en glissement 2 ans du nombre de défaillances des microentreprises et taille inconnue - Tous secteurs - Brut
DIREN_M_FR_DE_UL_DF_21_N_ZZ_PE;France -Taux de croissance en glissement 2 ans du nombre de défaillances des PE;;Brut;DIREN.M.FR.DE.UL.DF.21.N.ZZ.PE;France -Taux de croissance en glissement 2 ans du nombre de défaillances des PE - Tous secteurs - Brut
DIREN_M_FR_DE_UL_DF_21_N_ZZ_PM;France -Taux de croissance en glissement 2 ans du nombre de défaillances des PME;;Brut;DIREN.M.FR.DE.UL.DF.21.N.ZZ.PM;France -Taux de croissance en glissement 2 ans du nombre de défaillances des PME - Tous secteurs - Brut
DIREN_M_FR_DE_UL_DF_21_N_ZZ_TP;France -Taux de croissance en glissement 2 ans du nombre de défaillances des TPE;;Brut;DIREN.M.FR.DE.UL.DF.21.N.ZZ.TP;France -Taux de croissance en glissement 2 ans du nombre de défaillances des TPE - Tous secteurs - Brut
DIREN_M_FR_DE_UL_DF_21_N_ZZ_TT;France -Taux de croissance en glissement 2 ans du nombre de défaillances d'entreprises;;Brut;DIREN.M.FR.DE.UL.DF.21.N.ZZ.TT;France -Taux de croissance en glissement 2 ans du nombre de défaillances d'entreprises - Tous secteurs - Brut
DIREN_M_FR_DE_UL_DF_22_N_AZ_TT;France -Taux de croissance vs cumul 2019 du nombre de défaillances d'entreprises;;Brut;DIREN.M.FR.DE.UL.DF.22.N.AZ.TT;France -Taux de croissance vs cumul 2019 du nombre de défaillances d'entreprises - Agriculture, sylviculture et pêche - Brut
DIREN_M_FR_DE_UL_DF_22_N_BE_TT;France -Taux de croissance vs cumul 2019 du nombre de défaillances d'entreprises;;Brut;DIREN.M.FR.DE.UL.DF.22.N.BE.TT;France -Taux de croissance vs cumul 2019 du nombre de défaillances d'entreprises - Industrie - Brut
DIREN_M_FR_DE_UL_DF_22_N_FZ_TT;France -Taux de croissance vs cumul 2019 du nombre de défaillances d'entreprises;;Brut;DIREN.M.FR.DE.UL.DF.22.N.FZ.TT;France -Taux de croissance vs cumul 2019 du nombre de défaillances d'entreprises - Construction - Brut
DIREN_M_FR_DE_UL_DF_22_N_G_TT;France -Taux de croissance vs cumul 2019 du nombre de défaillances d'entreprises;;Brut;DIREN.M.FR.DE.UL.DF.22.N.G.TT;France -Taux de croissance vs cumul 2019 du nombre de défaillances d'entreprises - Commerce et réparation automobile - Brut
DIREN_M_FR_DE_UL_DF_22_N_H_TT;France -Taux de croissance vs cumul 2019 du nombre de défaillances d'entreprises;;Brut;DIREN.M.FR.DE.UL.DF.22.N.H.TT;France -Taux de croissance vs cumul 2019 du nombre de défaillances d'entreprises - Transports et entreposage - Brut
DIREN_M_FR_DE_UL_DF_22_N_I_TT;France -Taux de croissance vs cumul 2019 du nombre de défaillances d'entreprises;;Brut;DIREN.M.FR.DE.UL.DF.22.N.I.TT;France -Taux de croissance vs cumul 2019 du nombre de défaillances d'entreprises - Hébergement et restauration - Brut
DIREN_M_FR_DE_UL_DF_22_N_JZ_TT;France -Taux de croissance vs cumul 2019 du nombre de défaillances d'entreprises;;Brut;DIREN.M.FR.DE.UL.DF.22.N.JZ.TT;France -Taux de croissance vs cumul 2019 du nombre de défaillances d'entreprises - Information et communication - Brut
DIREN_M_FR_DE_UL_DF_22_N_KZ_TT;France -Taux de croissance vs cumul 2019 du nombre de défaillances d'entreprises;;Brut;DIREN.M.FR.DE.UL.DF.22.N.KZ.TT;France -Taux de croissance vs cumul 2019 du nombre de défaillances d'entreprises - Activités financières et d'assurance - Brut
DIREN_M_FR_DE_UL_DF_22_N_LZ_TT;France -Taux de croissance vs cumul 2019 du nombre de défaillances d'entreprises;;Brut;DIREN.M.FR.DE.UL.DF.22.N.LZ.TT;France -Taux de croissance vs cumul 2019 du nombre de défaillances d'entreprises - Activités immobilières - Brut
DIREN_M_FR_DE_UL_DF_22_N_MN_TT;France -Taux de croissance vs cumul 2019 du nombre de défaillances d'entreprises;;Brut;DIREN.M.FR.DE.UL.DF.22.N.MN.TT;France -Taux de croissance vs cumul 2019 du nombre de défaillances d'entreprises - Soutien aux entreprises - Brut
DIREN_M_FR_DE_UL_DF_22_N_PS_TT;France -Taux de croissance vs cumul 2019 du nombre de défaillances d'entreprises;;Brut;DIREN.M.FR.DE.UL.DF.22.N.PS.TT;France -Taux de croissance vs cumul 2019 du nombre de défaillances d'entreprises - Enseign., santé, act. soc. et services aux ménages - Brut
DIREN_M_FR_DE_UL_DF_22_N_ZZ_IG;France -Taux de croissance vs cumul 2019 du nombre de défaillances des ETI et GE;;Brut;DIREN.M.FR.DE.UL.DF.22.N.ZZ.IG;France -Taux de croissance vs cumul 2019 du nombre de défaillances des ETI et GE - Tous secteurs - Brut
DIREN_M_FR_DE_UL_DF_22_N_ZZ_ME;France -Taux de croissance vs cumul 2019 du nombre de défaillances des ME;;Brut;DIREN.M.FR.DE.UL.DF.22.N.ZZ.ME;France -Taux de croissance vs cumul 2019 du nombre de défaillances des ME - Tous secteurs - Brut
DIREN_M_FR_DE_UL_DF_22_N_ZZ_MI;France;;Tous secteurs;DIREN.M.FR.DE.UL.DF.22.N.ZZ.MI;France - Taux de croissance vs cumul 2019 du nombre de défaillances des microentreprises et taille inconnue - Tous secteurs - Brut
DIREN_M_FR_DE_UL_DF_22_N_ZZ_PE;France -Taux de croissance vs cumul 2019 du nombre de défaillances des PE;;Brut;DIREN.M.FR.DE.UL.DF.22.N.ZZ.PE;France -Taux de croissance vs cumul 2019 du nombre de défaillances des PE - Tous secteurs - Brut
DIREN_M_FR_DE_UL_DF_22_N_ZZ_PM;France -Taux de croissance vs cumul 2019 du nombre de défaillances des PME -Tous secteurs;;;DIREN.M.FR.DE.UL.DF.22.N.ZZ.PM;France -Taux de croissance vs cumul 2019 du nombre de défaillances des PME -Tous secteurs - Brut
DIREN_M_FR_DE_UL_DF_22_N_ZZ_TP;France -Taux de croissance vs cumul 2019 du nombre de défaillances des TPE;;Brut;DIREN.M.FR.DE.UL.DF.22.N.ZZ.TP;France -Taux de croissance vs cumul 2019 du nombre de défaillances des TPE - Tous secteurs - Brut
DIREN_M_FR_DE_UL_DF_22_N_ZZ_TT;France -Taux de croissance vs cumul 2019 du nombre de défaillances d'entreprises -Tous secteurs;;;DIREN.M.FR.DE.UL.DF.22.N.ZZ.TT;France -Taux de croissance vs cumul 2019 du nombre de défaillances d'entreprises -Tous secteurs - Brut
DIREN_M_FR_DE_UL_DF_25_N_ZZ_TT;France -Nb de défaillances d'entreprises -Tous secteurs;;;DIREN.M.FR.DE.UL.DF.25.N.ZZ.TT;France -Nb de défaillances d'entreprises -Tous secteurs - Brut
DIREN_M_FR_DE_UL_PC_03_N_ZZ_IG;France;12 mois;Tous secteurs;DIREN.M.FR.DE.UL.PC.03.N.ZZ.IG;France - Poids économique des défaillances en termes de crédits mobilisés des ETI et GE cumulé sur 12 mois - Tous secteurs - Brut
DIREN_M_FR_DE_UL_PC_03_N_ZZ_ME;France;12 mois;Tous secteurs;DIREN.M.FR.DE.UL.PC.03.N.ZZ.ME;France - Poids économique des défaillances en termes de crédits mobilisés des ME cumulé sur 12 mois - Tous secteurs - Brut
DIREN_M_FR_DE_UL_PC_03_N_ZZ_MI;France;12 mois;Tous secteurs;DIREN.M.FR.DE.UL.PC.03.N.ZZ.MI;France - Poids économique des défaillances en termes de crédits mobilisés cumulé sur 12 mois des microentreprises et taille inconnue - Tous secteurs - Brut
DIREN_M_FR_DE_UL_PC_03_N_ZZ_PE;France;12 mois;Tous secteurs;DIREN.M.FR.DE.UL.PC.03.N.ZZ.PE;France - Poids économique des défaillances en termes de crédits mobilisés des PE cumulé sur 12 mois - Tous secteurs - Brut
DIREN_M_FR_DE_UL_PC_03_N_ZZ_TP;France;12 mois;Tous secteurs;DIREN.M.FR.DE.UL.PC.03.N.ZZ.TP;France - Poids économique des défaillances en termes de crédits mobilisés des TPE cumulé sur 12 mois - Tous secteurs - Brut
DIREN_M_FR_DE_UL_PC_03_N_ZZ_TT;France;12 mois;Tous secteurs;DIREN.M.FR.DE.UL.PC.03.N.ZZ.TT;France - Poids économique des défaillances en termes de crédits mobilisés d'entreprises cumulé sur 12 mois - Tous secteurs - Brut
DIREN_M_R11_DE_UL_DF_03_N_AZ_TT;Île-de-France;12 mois;Agriculture, sylviculture et pêche;DIREN.M.R11.DE.UL.DF.03.N.AZ.TT;Île-de-France - Nb de défaillances d'entreprises cumulé sur 12 mois - Agriculture, sylviculture et pêche - Brut
DIREN_M_R11_DE_UL_DF_03_N_BE_TT;Île-de-France;12 mois;Industrie;DIREN.M.R11.DE.UL.DF.03.N.BE.TT;Île-de-France - Nb de défaillances d'entreprises cumulé sur 12 mois - Industrie - Brut
DIREN_M_R11_DE_UL_DF_03_N_FZ_TT;Île-de-France;12 mois;Construction;DIREN.M.R11.DE.UL.DF.03.N.FZ.TT;Île-de-France - Nb de défaillances d'entreprises cumulé sur 12 mois - Construction - Brut
DIREN_M_R11_DE_UL_DF_03_N_G_TT;Île-de-France;12 mois;Commerce et réparation automobile;DIREN.M.R11.DE.UL.DF.03.N.G.TT;Île-de-France - Nb de défaillances d'entreprises cumulé sur 12 mois - Commerce et réparation automobile - Brut
DIREN_M_R11_DE_UL_DF_03_N_H_TT;Île-de-France;12 mois;Transports et entreposage;DIREN.M.R11.DE.UL.DF.03.N.H.TT;Île-de-France - Nb de défaillances d'entreprises cumulé sur 12 mois - Transports et entreposage - Brut
DIREN_M_R11_DE_UL_DF_03_N_I_TT;Île-de-France;12 mois;Hébergement et restauration;DIREN.M.R11.DE.UL.DF.03.N.I.TT;Île-de-France - Nb de défaillances d'entreprises cumulé sur 12 mois - Hébergement et restauration - Brut
DIREN_M_R11_DE_UL_DF_03_N_JZ_TT;Île-de-France;12 mois;Information et communication;DIREN.M.R11.DE.UL.DF.03.N.JZ.TT;Île-de-France - Nb de défaillances d'entreprises cumulé sur 12 mois - Information et communication - Brut
DIREN_M_R11_DE_UL_DF_03_N_KZ_TT;Île-de-France;12 mois;Activités financières et d'assurance;DIREN.M.R11.DE.UL.DF.03.N.KZ.TT;Île-de-France - Nb de défaillances d'entreprises cumulé sur 12 mois - Activités financières et d'assurance - Brut
DIREN_M_R11_DE_UL_DF_03_N_LZ_TT;Île-de-France;12 mois;Activités immobilières;DIREN.M.R11.DE.UL.DF.03.N.LZ.TT;Île-de-France - Nb de défaillances d'entreprises cumulé sur 12 mois - Activités immobilières - Brut
DIREN_M_R11_DE_UL_DF_03_N_MN_TT;Île-de-France;12 mois;Soutien aux entreprises;DIREN.M.R11.DE.UL.DF.03.N.MN.TT;Île-de-France - Nb de défaillances d'entreprises cumulé sur 12 mois - Soutien aux entreprises - Brut
DIREN_M_R11_DE_UL_DF_03_N_PS_TT;Île-de-France;12 mois;Enseign., santé, act. soc. et services aux ménages;DIREN.M.R11.DE.UL.DF.03.N.PS.TT;Île-de-France - Nb de défaillances d'entreprises cumulé sur 12 mois - Enseign., santé, act. soc. et services aux ménages - Brut
DIREN_M_R11_DE_UL_DF_03_N_ZZ_TT;Île-de-France;12 mois;Tous secteurs;DIREN.M.R11.DE.UL.DF.03.N.ZZ.TT;Île-de-France - Nb de défaillances d'entreprises cumulé sur 12 mois - Tous secteurs - Brut
DIREN_M_R24_DE_UL_DF_03_N_AZ_TT;Centre-Val de Loire;12 mois;Agriculture, sylviculture et pêche;DIREN.M.R24.DE.UL.DF.03.N.AZ.TT;Centre-Val de Loire - Nb de défaillances d'entreprises cumulé sur 12 mois - Agriculture, sylviculture et pêche - Brut
DIREN_M_R24_DE_UL_DF_03_N_BE_TT;Centre-Val de Loire;12 mois;Industrie;DIREN.M.R24.DE.UL.DF.03.N.BE.TT;Centre-Val de Loire - Nb de défaillances d'entreprises cumulé sur 12 mois - Industrie - Brut
DIREN_M_R24_DE_UL_DF_03_N_FZ_TT;Centre-Val de Loire;12 mois;Construction;DIREN.M.R24.DE.UL.DF.03.N.FZ.TT;Centre-Val de Loire - Nb de défaillances d'entreprises cumulé sur 12 mois - Construction - Brut
DIREN_M_R24_DE_UL_DF_03_N_G_TT;Centre-Val de Loire;12 mois;Commerce et réparation automobile;DIREN.M.R24.DE.UL.DF.03.N.G.TT;Centre-Val de Loire - Nb de défaillances d'entreprises cumulé sur 12 mois - Commerce et réparation automobile - Brut
DIREN_M_R24_DE_UL_DF_03_N_H_TT;Centre-Val de Loire;12 mois;Transports et entreposage;DIREN.M.R24.DE.UL.DF.03.N.H.TT;Centre-Val de Loire - Nb de défaillances d'entreprises cumulé sur 12 mois - Transports et entreposage - Brut
DIREN_M_R24_DE_UL_DF_03_N_I_TT;Centre-Val de Loire;12 mois;Hébergement et restauration;DIREN.M.R24.DE.UL.DF.03.N.I.TT;Centre-Val de Loire - Nb de défaillances d'entreprises cumulé sur 12 mois - Hébergement et restauration - Brut
DIREN_M_R24_DE_UL_DF_03_N_JZ_TT;Centre-Val de Loire;12 mois;Information et communication;DIREN.M.R24.DE.UL.DF.03.N.JZ.TT;Centre-Val de Loire - Nb de défaillances d'entreprises cumulé sur 12 mois - Information et communication - Brut
DIREN_M_R24_DE_UL_DF_03_N_KZ_TT;Centre-Val de Loire;12 mois;Activités financières et d'assurance;DIREN.M.R24.DE.UL.DF.03.N.KZ.TT;Centre-Val de Loire - Nb de défaillances d'entreprises cumulé sur 12 mois - Activités financières et d'assurance - Brut
DIREN_M_R24_DE_UL_DF_03_N_LZ_TT;Centre-Val de Loire;12 mois;Activités immobilières;DIREN.M.R24.DE.UL.DF.03.N.LZ.TT;Centre-Val de Loire - Nb de défaillances d'entreprises cumulé sur 12 mois - Activités immobilières - Brut
DIREN_M_R24_DE_UL_DF_03_N_MN_TT;Centre-Val de Loire;12 mois;Soutien aux entreprises;DIREN.M.R24.DE.UL.DF.03.N.MN.TT;Centre-Val de Loire - Nb de défaillances d'entreprises cumulé sur 12 mois - Soutien aux entreprises - Brut
DIREN_M_R24_DE_UL_DF_03_N_PS_TT;Centre-Val de Loire;12 mois;Enseign., santé, act. soc. et services aux ménages;DIREN.M.R24.DE.UL.DF.03.N.PS.TT;Centre-Val de Loire - Nb de défaillances d'entreprises cumulé sur 12 mois - Enseign., santé, act. soc. et services aux ménages - Brut
DIREN_M_R24_DE_UL_DF_03_N_ZZ_TT;Centre-Val de Loire;12 mois;Tous secteurs;DIREN.M.R24.DE.UL.DF.03.N.ZZ.TT;Centre-Val de Loire - Nb de défaillances d'entreprises cumulé sur 12 mois - Tous secteurs - Brut
DIREN_M_R27_DE_UL_DF_03_N_AZ_TT;Bourgogne-Franche-Comté;12 mois;Agriculture, sylviculture et pêche;DIREN.M.R27.DE.UL.DF.03.N.AZ.TT;Bourgogne-Franche-Comté - Nb de défaillances d'entreprises cumulé sur 12 mois - Agriculture, sylviculture et pêche - Brut
DIREN_M_R27_DE_UL_DF_03_N_BE_TT;Bourgogne-Franche-Comté;12 mois;Industrie;DIREN.M.R27.DE.UL.DF.03.N.BE.TT;Bourgogne-Franche-Comté - Nb de défaillances d'entreprises cumulé sur 12 mois - Industrie - Brut
DIREN_M_R27_DE_UL_DF_03_N_FZ_TT;Bourgogne-Franche-Comté;12 mois;Construction;DIREN.M.R27.DE.UL.DF.03.N.FZ.TT;Bourgogne-Franche-Comté - Nb de défaillances d'entreprises cumulé sur 12 mois - Construction - Brut
DIREN_M_R27_DE_UL_DF_03_N_G_TT;Bourgogne-Franche-Comté;12 mois;Commerce et réparation automobile;DIREN.M.R27.DE.UL.DF.03.N.G.TT;Bourgogne-Franche-Comté - Nb de défaillances d'entreprises cumulé sur 12 mois - Commerce et réparation automobile - Brut
DIREN_M_R27_DE_UL_DF_03_N_H_TT;Bourgogne-Franche-Comté;12 mois;Transports et entreposage;DIREN.M.R27.DE.UL.DF.03.N.H.TT;Bourgogne-Franche-Comté - Nb de défaillances d'entreprises cumulé sur 12 mois - Transports et entreposage - Brut
DIREN_M_R27_DE_UL_DF_03_N_I_TT;Bourgogne-Franche-Comté;12 mois;Hébergement et restauration;DIREN.M.R27.DE.UL.DF.03.N.I.TT;Bourgogne-Franche-Comté - Nb de défaillances d'entreprises cumulé sur 12 mois - Hébergement et restauration - Brut
DIREN_M_R27_DE_UL_DF_03_N_JZ_TT;Bourgogne-Franche-Comté;12 mois;Information et communication;DIREN.M.R27.DE.UL.DF.03.N.JZ.TT;Bourgogne-Franche-Comté - Nb de défaillances d'entreprises cumulé sur 12 mois - Information et communication - Brut
DIREN_M_R27_DE_UL_DF_03_N_KZ_TT;Bourgogne-Franche-Comté;12 mois;Activités financières et d'assurance;DIREN.M.R27.DE.UL.DF.03.N.KZ.TT;Bourgogne-Franche-Comté - Nb de défaillances d'entreprises cumulé sur 12 mois - Activités financières et d'assurance - Brut
DIREN_M_R27_DE_UL_DF_03_N_LZ_TT;Bourgogne-Franche-Comté;12 mois;Activités immobilières;DIREN.M.R27.DE.UL.DF.03.N.LZ.TT;Bourgogne-Franche-Comté - Nb de défaillances d'entreprises cumulé sur 12 mois - Activités immobilières - Brut
DIREN_M_R27_DE_UL_DF_03_N_MN_TT;Bourgogne-Franche-Comté;12 mois;Soutien aux entreprises;DIREN.M.R27.DE.UL.DF.03.N.MN.TT;Bourgogne-Franche-Comté - Nb de défaillances d'entreprises cumulé sur 12 mois - Soutien aux entreprises - Brut
DIREN_M_R27_DE_UL_DF_03_N_PS_TT;Bourgogne-Franche-Comté;12 mois;Enseign., santé, act. soc. et services aux ménages;DIREN.M.R27.DE.UL.DF.03.N.PS.TT;Bourgogne-Franche-Comté - Nb de défaillances d'entreprises cumulé sur 12 mois - Enseign., santé, act. soc. et services aux ménages - Brut
DIREN_M_R27_DE_UL_DF_03_N_ZZ_TT;Bourgogne-Franche-Comté;12 mois;Tous secteurs;DIREN.M.R27.DE.UL.DF.03.N.ZZ.TT;Bourgogne-Franche-Comté - Nb de défaillances d'entreprises cumulé sur 12 mois - Tous secteurs - Brut
DIREN_M_R28_DE_UL_DF_03_N_AZ_TT;Normandie;12 mois;Agriculture, sylviculture et pêche;DIREN.M.R28.DE.UL.DF.03.N.AZ.TT;Normandie - Nb de défaillances d'entreprises cumulé sur 12 mois - Agriculture, sylviculture et pêche - Brut
DIREN_M_R28_DE_UL_DF_03_N_BE_TT;Normandie;12 mois;Industrie;DIREN.M.R28.DE.UL.DF.03.N.BE.TT;Normandie - Nb de défaillances d'entreprises cumulé sur 12 mois - Industrie - Brut
DIREN_M_R28_DE_UL_DF_03_N_FZ_TT;Normandie;12 mois;Construction;DIREN.M.R28.DE.UL.DF.03.N.FZ.TT;Normandie - Nb de défaillances d'entreprises cumulé sur 12 mois - Construction - Brut
DIREN_M_R28_DE_UL_DF_03_N_G_TT;Normandie;12 mois;Commerce et réparation automobile;DIREN.M.R28.DE.UL.DF.03.N.G.TT;Normandie - Nb de défaillances d'entreprises cumulé sur 12 mois - Commerce et réparation automobile - Brut
DIREN_M_R28_DE_UL_DF_03_N_H_TT;Normandie;12 mois;Transports et entreposage;DIREN.M.R28.DE.UL.DF.03.N.H.TT;Normandie - Nb de défaillances d'entreprises cumulé sur 12 mois - Transports et entreposage - Brut
DIREN_M_R28_DE_UL_DF_03_N_I_TT;Normandie;12 mois;Hébergement et restauration;DIREN.M.R28.DE.UL.DF.03.N.I.TT;Normandie - Nb de défaillances d'entreprises cumulé sur 12 mois - Hébergement et restauration - Brut
DIREN_M_R28_DE_UL_DF_03_N_JZ_TT;Normandie;12 mois;Information et communication;DIREN.M.R28.DE.UL.DF.03.N.JZ.TT;Normandie - Nb de défaillances d'entreprises cumulé sur 12 mois - Information et communication - Brut
DIREN_M_R28_DE_UL_DF_03_N_KZ_TT;Normandie;12 mois;Activités financières et d'assurance;DIREN.M.R28.DE.UL.DF.03.N.KZ.TT;Normandie - Nb de défaillances d'entreprises cumulé sur 12 mois - Activités financières et d'assurance - Brut
DIREN_M_R28_DE_UL_DF_03_N_LZ_TT;Normandie;12 mois;Activités immobilières;DIREN.M.R28.DE.UL.DF.03.N.LZ.TT;Normandie - Nb de défaillances d'entreprises cumulé sur 12 mois - Activités immobilières - Brut
DIREN_M_R28_DE_UL_DF_03_N_MN_TT;Normandie;12 mois;Soutien aux entreprises;DIREN.M.R28.DE.UL.DF.03.N.MN.TT;Normandie - Nb de défaillances d'entreprises cumulé sur 12 mois - Soutien aux entreprises - Brut
DIREN_M_R28_DE_UL_DF_03_N_PS_TT;Normandie;12 mois;Enseign., santé, act. soc. et services aux ménages;DIREN.M.R28.DE.UL.DF.03.N.PS.TT;Normandie - Nb de défaillances d'entreprises cumulé sur 12 mois - Enseign., santé, act. soc. et services aux ménages - Brut
DIREN_M_R28_DE_UL_DF_03_N_ZZ_TT;Normandie;12 mois;Tous secteurs;DIREN.M.R28.DE.UL.DF.03.N.ZZ.TT;Normandie - Nb de défaillances d'entreprises cumulé sur 12 mois - Tous secteurs - Brut
DIREN_M_R32_DE_UL_DF_03_N_AZ_TT;Hauts-de-France;12 mois;Agriculture, sylviculture et pêche;DIREN.M.R32.DE.UL.DF.03.N.AZ.TT;Hauts-de-France - Nb de défaillances d'entreprises cumulé sur 12 mois - Agriculture, sylviculture et pêche - Brut
DIREN_M_R32_DE_UL_DF_03_N_BE_TT;Hauts-de-France;12 mois;Industrie;DIREN.M.R32.DE.UL.DF.03.N.BE.TT;Hauts-de-France - Nb de défaillances d'entreprises cumulé sur 12 mois - Industrie - Brut
DIREN_M_R32_DE_UL_DF_03_N_FZ_TT;Hauts-de-France;12 mois;Construction;DIREN.M.R32.DE.UL.DF.03.N.FZ.TT;Hauts-de-France - Nb de défaillances d'entreprises cumulé sur 12 mois - Construction - Brut
DIREN_M_R32_DE_UL_DF_03_N_G_TT;Hauts-de-France;12 mois;Commerce et réparation automobile;DIREN.M.R32.DE.UL.DF.03.N.G.TT;Hauts-de-France - Nb de défaillances d'entreprises cumulé sur 12 mois - Commerce et réparation automobile - Brut
DIREN_M_R32_DE_UL_DF_03_N_H_TT;Hauts-de-France;12 mois;Transports et entreposage;DIREN.M.R32.DE.UL.DF.03.N.H.TT;Hauts-de-France - Nb de défaillances d'entreprises cumulé sur 12 mois - Transports et entreposage - Brut
DIREN_M_R32_DE_UL_DF_03_N_I_TT;Hauts-de-France;12 mois;Hébergement et restauration;DIREN.M.R32.DE.UL.DF.03.N.I.TT;Hauts-de-France - Nb de défaillances d'entreprises cumulé sur 12 mois - Hébergement et restauration - Brut
DIREN_M_R32_DE_UL_DF_03_N_JZ_TT;Hauts-de-France;12 mois;Information et communication;DIREN.M.R32.DE.UL.DF.03.N.JZ.TT;Hauts-de-France - Nb de défaillances d'entreprises cumulé sur 12 mois - Information et communication - Brut
DIREN_M_R32_DE_UL_DF_03_N_KZ_TT;Hauts-de-France;12 mois;Activités financières et d'assurance;DIREN.M.R32.DE.UL.DF.03.N.KZ.TT;Hauts-de-France - Nb de défaillances d'entreprises cumulé sur 12 mois - Activités financières et d'assurance - Brut
DIREN_M_R32_DE_UL_DF_03_N_LZ_TT;Hauts-de-France;12 mois;Activités immobilières;DIREN.M.R32.DE.UL.DF.03.N.LZ.TT;Hauts-de-France - Nb de défaillances d'entreprises cumulé sur 12 mois - Activités immobilières - Brut
DIREN_M_R32_DE_UL_DF_03_N_MN_TT;Hauts-de-France;12 mois;Soutien aux entreprises;DIREN.M.R32.DE.UL.DF.03.N.MN.TT;Hauts-de-France - Nb de défaillances d'entreprises cumulé sur 12 mois - Soutien aux entreprises - Brut
DIREN_M_R32_DE_UL_DF_03_N_PS_TT;Hauts-de-France;12 mois;Enseign., santé, act. soc. et services aux ménages;DIREN.M.R32.DE.UL.DF.03.N.PS.TT;Hauts-de-France - Nb de défaillances d'entreprises cumulé sur 12 mois - Enseign., santé, act. soc. et services aux ménages - Brut
DIREN_M_R32_DE_UL_DF_03_N_ZZ_TT;Hauts-de-France;12 mois;Tous secteurs;DIREN.M.R32.DE.UL.DF.03.N.ZZ.TT;Hauts-de-France - Nb de défaillances d'entreprises cumulé sur 12 mois - Tous secteurs - Brut
DIREN_M_R44_DE_UL_DF_03_N_AZ_TT;Grand Est;12 mois;Agriculture, sylviculture et pêche;DIREN.M.R44.DE.UL.DF.03.N.AZ.TT;Grand Est - Nb de défaillances d'entreprises cumulé sur 12 mois - Agriculture, sylviculture et pêche - Brut
DIREN_M_R44_DE_UL_DF_03_N_BE_TT;Grand Est;12 mois;Industrie;DIREN.M.R44.DE.UL.DF.03.N.BE.TT;Grand Est - Nb de défaillances d'entreprises cumulé sur 12 mois - Industrie - Brut
DIREN_M_R44_DE_UL_DF_03_N_FZ_TT;Grand Est;12 mois;Construction;DIREN.M.R44.DE.UL.DF.03.N.FZ.TT;Grand Est - Nb de défaillances d'entreprises cumulé sur 12 mois - Construction - Brut
DIREN_M_R44_DE_UL_DF_03_N_G_TT;Grand Est;12 mois;Commerce et réparation automobile;DIREN.M.R44.DE.UL.DF.03.N.G.TT;Grand Est - Nb de défaillances d'entreprises cumulé sur 12 mois - Commerce et réparation automobile - Brut
DIREN_M_R44_DE_UL_DF_03_N_H_TT;Grand Est;12 mois;Transports et entreposage;DIREN.M.R44.DE.UL.DF.03.N.H.TT;Grand Est - Nb de défaillances d'entreprises cumulé sur 12 mois - Transports et entreposage - Brut
DIREN_M_R44_DE_UL_DF_03_N_I_TT;Grand Est;12 mois;Hébergement et restauration;DIREN.M.R44.DE.UL.DF.03.N.I.TT;Grand Est - Nb de défaillances d'entreprises cumulé sur 12 mois - Hébergement et restauration - Brut
DIREN_M_R44_DE_UL_DF_03_N_JZ_TT;Grand Est;12 mois;Information et communication;DIREN.M.R44.DE.UL.DF.03.N.JZ.TT;Grand Est - Nb de défaillances d'entreprises cumulé sur 12 mois - Information et communication - Brut
DIREN_M_R44_DE_UL_DF_03_N_KZ_TT;Grand Est;12 mois;Activités financières et d'assurance;DIREN.M.R44.DE.UL.DF.03.N.KZ.TT;Grand Est - Nb de défaillances d'entreprises cumulé sur 12 mois - Activités financières et d'assurance - Brut
DIREN_M_R44_DE_UL_DF_03_N_LZ_TT;Grand Est;12 mois;Activités immobilières;DIREN.M.R44.DE.UL.DF.03.N.LZ.TT;Grand Est - Nb de défaillances d'entreprises cumulé sur 12 mois - Activités immobilières - Brut
DIREN_M_R44_DE_UL_DF_03_N_MN_TT;Grand Est;12 mois;Soutien aux entreprises;DIREN.M.R44.DE.UL.DF.03.N.MN.TT;Grand Est - Nb de défaillances d'entreprises cumulé sur 12 mois - Soutien aux entreprises - Brut
