business_failure_code_bq;region_name;period_scope;sector_name;business_failure_code;business_failure_description
DIREN_M_R44_DE_UL_DF_03_N_PS_TT;Grand Est;12 mois;Enseign., santé, act. soc. et services aux ménages;DIREN.M.R44.DE.UL.DF.03.N.PS.TT;Grand Est - Nb de défaillances d'entreprises cumulé sur 12 mois - Enseign., santé, act. soc. et services aux ménages - Brut
DIREN_M_R44_DE_UL_DF_03_N_ZZ_TT;Grand Est;12 mois;Tous secteurs;DIREN.M.R44.DE.UL.DF.03.N.ZZ.TT;Grand Est - Nb de défaillances d'entreprises cumulé sur 12 mois - Tous secteurs - Brut
DIREN_M_R52_DE_UL_DF_03_N_AZ_TT;Pays de la Loire;12 mois;Agriculture, sylviculture et pêche;DIREN.M.R52.DE.UL.DF.03.N.AZ.TT;Pays de la Loire - Nb de défaillances d'entreprises cumulé sur 12 mois - Agriculture, sylviculture et pêche - Brut
DIREN_M_R52_DE_UL_DF_03_N_BE_TT;Pays de la Loire;12 mois;Industrie;DIREN.M.R52.DE.UL.DF.03.N.BE.TT;Pays de la Loire - Nb de défaillances d'entreprises cumulé sur 12 mois - Industrie - Brut
DIREN_M_R52_DE_UL_DF_03_N_FZ_TT;Pays de la Loire;12 mois;Construction;DIREN.M.R52.DE.UL.DF.03.N.FZ.TT;Pays de la Loire - Nb de défaillances d'entreprises cumulé sur 12 mois - Construction - Brut
DIREN_M_R52_DE_UL_DF_03_N_G_TT;Pays de la Loire;12 mois;Commerce et réparation automobile;DIREN.M.R52.DE.UL.DF.03.N.G.TT;Pays de la Loire - Nb de défaillances d'entreprises cumulé sur 12 mois - Commerce et réparation automobile - Brut
DIREN_M_R52_DE_UL_DF_03_N_H_TT;Pays de la Loire;12 mois;Transports et entreposage;DIREN.M.R52.DE.UL.DF.03.N.H.TT;Pays de la Loire - Nb de défaillances d'entreprises cumulé sur 12 mois - Transports et entreposage - Brut
DIREN_M_R52_DE_UL_DF_03_N_I_TT;Pays de la Loire;12 mois;Hébergement et restauration;DIREN.M.R52.DE.UL.DF.03.N.I.TT;Pays de la Loire - Nb de défaillances d'entreprises cumulé sur 12 mois - Hébergement et restauration - Brut
DIREN_M_R52_DE_UL_DF_03_N_JZ_TT;Pays de la Loire;12 mois;Information et communication;DIREN.M.R52.DE.UL.DF.03.N.JZ.TT;Pays de la Loire - Nb de défaillances d'entreprises cumulé sur 12 mois - Information et communication - Brut
DIREN_M_R52_DE_UL_DF_03_N_KZ_TT;Pays de la Loire;12 mois;Activités financières et d'assurance;DIREN.M.R52.DE.UL.DF.03.N.KZ.TT;Pays de la Loire - Nb de défaillances d'entreprises cumulé sur 12 mois - Activités financières et d'assurance - Brut
DIREN_M_R52_DE_UL_DF_03_N_LZ_TT;Pays de la Loire;12 mois;Activités immobilières;DIREN.M.R52.DE.UL.DF.03.N.LZ.TT;Pays de la Loire - Nb de défaillances d'entreprises cumulé sur 12 mois - Activités immobilières - Brut
DIREN_M_R52_DE_UL_DF_03_N_MN_TT;Pays de la Loire;12 mois;Soutien aux entreprises;DIREN.M.R52.DE.UL.DF.03.N.MN.TT;Pays de la Loire - Nb de défaillances d'entreprises cumulé sur 12 mois - Soutien aux entreprises - Brut
DIREN_M_R52_DE_UL_DF_03_N_PS_TT;Pays de la Loire;12 mois;Enseign., santé, act. soc. et services aux ménages;DIREN.M.R52.DE.UL.DF.03.N.PS.TT;Pays de la Loire - Nb de défaillances d'entreprises cumulé sur 12 mois - Enseign., santé, act. soc. et services aux ménages - Brut
DIREN_M_R52_DE_UL_DF_03_N_ZZ_TT;Pays de la Loire;12 mois;Tous secteurs;DIREN.M.R52.DE.UL.DF.03.N.ZZ.TT;Pays de la Loire - Nb de défaillances d'entreprises cumulé sur 12 mois - Tous secteurs - Brut
DIREN_M_R53_DE_UL_DF_03_N_AZ_TT;Bretagne;12 mois;Agriculture, sylviculture et pêche;DIREN.M.R53.DE.UL.DF.03.N.AZ.TT;Bretagne - Nb de défaillances d'entreprises cumulé sur 12 mois - Agriculture, sylviculture et pêche - Brut
DIREN_M_R53_DE_UL_DF_03_N_BE_TT;Bretagne;12 mois;Industrie;DIREN.M.R53.DE.UL.DF.03.N.BE.TT;Bretagne - Nb de défaillances d'entreprises cumulé sur 12 mois - Industrie - Brut
DIREN_M_R53_DE_UL_DF_03_N_FZ_TT;Bretagne;12 mois;Construction;DIREN.M.R53.DE.UL.DF.03.N.FZ.TT;Bretagne - Nb de défaillances d'entreprises cumulé sur 12 mois - Construction - Brut
DIREN_M_R53_DE_UL_DF_03_N_G_TT;Bretagne;12 mois;Commerce et réparation automobile;DIREN.M.R53.DE.UL.DF.03.N.G.TT;Bretagne - Nb de défaillances d'entreprises cumulé sur 12 mois - Commerce et réparation automobile - Brut
DIREN_M_R53_DE_UL_DF_03_N_H_TT;Bretagne;12 mois;Transports et entreposage;DIREN.M.R53.DE.UL.DF.03.N.H.TT;Bretagne - Nb de défaillances d'entreprises cumulé sur 12 mois - Transports et entreposage - Brut
DIREN_M_R53_DE_UL_DF_03_N_I_TT;Bretagne;12 mois;Hébergement et restauration;DIREN.M.R53.DE.UL.DF.03.N.I.TT;Bretagne - Nb de défaillances d'entreprises cumulé sur 12 mois - Hébergement et restauration - Brut
DIREN_M_R53_DE_UL_DF_03_N_JZ_TT;Bretagne;12 mois;Information et communication;DIREN.M.R53.DE.UL.DF.03.N.JZ.TT;Bretagne - Nb de défaillances d'entreprises cumulé sur 12 mois - Information et communication - Brut
DIREN_M_R53_DE_UL_DF_03_N_KZ_TT;Bretagne;12 mois;Activités financières et d'assurance;DIREN.M.R53.DE.UL.DF.03.N.KZ.TT;Bretagne - Nb de défaillances d'entreprises cumulé sur 12 mois - Activités financières et d'assurance - Brut
DIREN_M_R53_DE_UL_DF_03_N_LZ_TT;Bretagne;12 mois;Activités immobilières;DIREN.M.R53.DE.UL.DF.03.N.LZ.TT;Bretagne - Nb de défaillances d'entreprises cumulé sur 12 mois - Activités immobilières - Brut
DIREN_M_R53_DE_UL_DF_03_N_MN_TT;Bretagne;12 mois;Soutien aux entreprises;DIREN.M.R53.DE.UL.DF.03.N.MN.TT;Bretagne - Nb de défaillances d'entreprises cumulé sur 12 mois - Soutien aux entreprises - Brut
DIREN_M_R53_DE_UL_DF_03_N_PS_TT;Bretagne;12 mois;Enseign., santé, act. soc. et services aux ménages;DIREN.M.R53.DE.UL.DF.03.N.PS.TT;Bretagne - Nb de défaillances d'entreprises cumulé sur 12 mois - Enseign., santé, act. soc. et services aux ménages - Brut
DIREN_M_R53_DE_UL_DF_03_N_ZZ_TT;Bretagne;12 mois;Tous secteurs;DIREN.M.R53.DE.UL.DF.03.N.ZZ.TT;Bretagne - Nb de défaillances d'entreprises cumulé sur 12 mois - Tous secteurs - Brut
DIREN_M_R75_DE_UL_DF_03_N_AZ_TT;Nouvelle-Aquitaine;12 mois;Agriculture, sylviculture et pêche;DIREN.M.R75.DE.UL.DF.03.N.AZ.TT;Nouvelle-Aquitaine - Nb de défaillances d'entreprises cumulé sur 12 mois - Agriculture, sylviculture et pêche - Brut
DIREN_M_R75_DE_UL_DF_03_N_BE_TT;Nouvelle-Aquitaine;12 mois;Industrie;DIREN.M.R75.DE.UL.DF.03.N.BE.TT;Nouvelle-Aquitaine - Nb de défaillances d'entreprises cumulé sur 12 mois - Industrie - Brut
DIREN_M_R75_DE_UL_DF_03_N_FZ_TT;Nouvelle-Aquitaine;12 mois;Construction;DIREN.M.R75.DE.UL.DF.03.N.FZ.TT;Nouvelle-Aquitaine - Nb de défaillances d'entreprises cumulé sur 12 mois - Construction - Brut
DIREN_M_R75_DE_UL_DF_03_N_G_TT;Nouvelle-Aquitaine;12 mois;Commerce et réparation automobile;DIREN.M.R75.DE.UL.DF.03.N.G.TT;Nouvelle-Aquitaine - Nb de défaillances d'entreprises cumulé sur 12 mois - Commerce et réparation automobile - Brut
DIREN_M_R75_DE_UL_DF_03_N_H_TT;Nouvelle-Aquitaine;12 mois;Transports et entreposage;DIREN.M.R75.DE.UL.DF.03.N.H.TT;Nouvelle-Aquitaine - Nb de défaillances d'entreprises cumulé sur 12 mois - Transports et entreposage - Brut
DIREN_M_R75_DE_UL_DF_03_N_I_TT;Nouvelle-Aquitaine;12 mois;Hébergement et restauration;DIREN.M.R75.DE.UL.DF.03.N.I.TT;Nouvelle-Aquitaine - Nb de défaillances d'entreprises cumulé sur 12 mois - Hébergement et restauration - Brut
DIREN_M_R75_DE_UL_DF_03_N_JZ_TT;Nouvelle-Aquitaine;12 mois;Information et communication;DIREN.M.R75.DE.UL.DF.03.N.JZ.TT;Nouvelle-Aquitaine - Nb de défaillances d'entreprises cumulé sur 12 mois - Information et communication - Brut
DIREN_M_R75_DE_UL_DF_03_N_KZ_TT;Nouvelle-Aquitaine;12 mois;Activités financières et d'assurance;DIREN.M.R75.DE.UL.DF.03.N.KZ.TT;Nouvelle-Aquitaine - Nb de défaillances d'entreprises cumulé sur 12 mois - Activités financières et d'assurance - Brut
DIREN_M_R75_DE_UL_DF_03_N_LZ_TT;Nouvelle-Aquitaine;12 mois;Activités immobilières;DIREN.M.R75.DE.UL.DF.03.N.LZ.TT;Nouvelle-Aquitaine - Nb de défaillances d'entreprises cumulé sur 12 mois - Activités immobilières - Brut
DIREN_M_R75_DE_UL_DF_03_N_MN_TT;Nouvelle-Aquitaine;12 mois;Soutien aux entreprises;DIREN.M.R75.DE.UL.DF.03.N.MN.TT;Nouvelle-Aquitaine - Nb de défaillances d'entreprises cumulé sur 12 mois - Soutien aux entreprises - Brut
DIREN_M_R75_DE_UL_DF_03_N_PS_TT;Nouvelle-Aquitaine;12 mois;Enseign., santé, act. soc. et services aux ménages;DIREN.M.R75.DE.UL.DF.03.N.PS.TT;Nouvelle-Aquitaine - Nb de défaillances d'entreprises cumulé sur 12 mois - Enseign., santé, act. soc. et services aux ménages - Brut
DIREN_M_R75_DE_UL_DF_03_N_ZZ_TT;Nouvelle-Aquitaine;12 mois;Tous secteurs;DIREN.M.R75.DE.UL.DF.03.N.ZZ.TT;Nouvelle-Aquitaine - Nb de défaillances d'entreprises cumulé sur 12 mois - Tous secteurs - Brut
DIREN_M_R76_DE_UL_DF_03_N_AZ_TT;Occitanie;12 mois;Agriculture, sylviculture et pêche;DIREN.M.R76.DE.UL.DF.03.N.AZ.TT;Occitanie - Nb de défaillances d'entreprises cumulé sur 12 mois - Agriculture, sylviculture et pêche - Brut
DIREN_M_R76_DE_UL_DF_03_N_BE_TT;Occitanie;12 mois;Industrie;DIREN.M.R76.DE.UL.DF.03.N.BE.TT;Occitanie - Nb de défaillances d'entreprises cumulé sur 12 mois - Industrie - Brut
DIREN_M_R76_DE_UL_DF_03_N_FZ_TT;Occitanie;12 mois;Construction;DIREN.M.R76.DE.UL.DF.03.N.FZ.TT;Occitanie - Nb de défaillances d'entreprises cumulé sur 12 mois - Construction - Brut
DIREN_M_R76_DE_UL_DF_03_N_G_TT;Occitanie;12 mois;Commerce et réparation automobile;DIREN.M.R76.DE.UL.DF.03.N.G.TT;Occitanie - Nb de défaillances d'entreprises cumulé sur 12 mois - Commerce et réparation automobile - Brut
DIREN_M_R76_DE_UL_DF_03_N_H_TT;Occitanie;12 mois;Transports et entreposage;DIREN.M.R76.DE.UL.DF.03.N.H.TT;Occitanie - Nb de défaillances d'entreprises cumulé sur 12 mois - Transports et entreposage - Brut
DIREN_M_R76_DE_UL_DF_03_N_I_TT;Occitanie;12 mois;Hébergement et restauration;DIREN.M.R76.DE.UL.DF.03.N.I.TT;Occitanie - Nb de défaillances d'entreprises cumulé sur 12 mois - Hébergement et restauration - Brut
DIREN_M_R76_DE_UL_DF_03_N_JZ_TT;Occitanie;12 mois;Information et communication;DIREN.M.R76.DE.UL.DF.03.N.JZ.TT;Occitanie - Nb de défaillances d'entreprises cumulé sur 12 mois - Information et communication - Brut
DIREN_M_R76_DE_UL_DF_03_N_KZ_TT;Occitanie;12 mois;Activités financières et d'assurance;DIREN.M.R76.DE.UL.DF.03.N.KZ.TT;Occitanie - Nb de défaillances d'entreprises cumulé sur 12 mois - Activités financières et d'assurance - Brut
DIREN_M_R76_DE_UL_DF_03_N_LZ_TT;Occitanie;12 mois;Activités immobilières;DIREN.M.R76.DE.UL.DF.03.N.LZ.TT;Occitanie - Nb de défaillances d'entreprises cumulé sur 12 mois - Activités immobilières - Brut
DIREN_M_R76_DE_UL_DF_03_N_MN_TT;Occitanie;12 mois;Soutien aux entreprises;DIREN.M.R76.DE.UL.DF.03.N.MN.TT;Occitanie - Nb de défaillances d'entreprises cumulé sur 12 mois - Soutien aux entreprises - Brut
DIREN_M_R76_DE_UL_DF_03_N_PS_TT;Occitanie;12 mois;Enseign., santé, act. soc. et services aux ménages;DIREN.M.R76.DE.UL.DF.03.N.PS.TT;Occitanie - Nb de défaillances d'entreprises cumulé sur 12 mois - Enseign., santé, act. soc. et services aux ménages - Brut
DIREN_M_R76_DE_UL_DF_03_N_ZZ_TT;Occitanie;12 mois;Tous secteurs;DIREN.M.R76.DE.UL.DF.03.N.ZZ.TT;Occitanie - Nb de défaillances d'entreprises cumulé sur 12 mois - Tous secteurs - Brut
DIREN_M_R84_DE_UL_DF_03_N_AZ_TT;Auvergne-Rhône-Alpes;12 mois;Agriculture, sylviculture et pêche;DIREN.M.R84.DE.UL.DF.03.N.AZ.TT;Auvergne-Rhône-Alpes - Nb de défaillances d'entreprises cumulé sur 12 mois - Agriculture, sylviculture et pêche - Brut
DIREN_M_R84_DE_UL_DF_03_N_BE_TT;Auvergne-Rhône-Alpes;12 mois;Industrie;DIREN.M.R84.DE.UL.DF.03.N.BE.TT;Auvergne-Rhône-Alpes - Nb de défaillances d'entreprises cumulé sur 12 mois - Industrie - Brut
DIREN_M_R84_DE_UL_DF_03_N_FZ_TT;Auvergne-Rhône-Alpes;12 mois;Construction;DIREN.M.R84.DE.UL.DF.03.N.FZ.TT;Auvergne-Rhône-Alpes - Nb de défaillances d'entreprises cumulé sur 12 mois - Construction - Brut
DIREN_M_R84_DE_UL_DF_03_N_G_TT;Auvergne-Rhône-Alpes;12 mois;Commerce et réparation automobile;DIREN.M.R84.DE.UL.DF.03.N.G.TT;Auvergne-Rhône-Alpes - Nb de défaillances d'entreprises cumulé sur 12 mois - Commerce et réparation automobile - Brut
DIREN_M_R84_DE_UL_DF_03_N_H_TT;Auvergne-Rhône-Alpes;12 mois;Transports et entreposage;DIREN.M.R84.DE.UL.DF.03.N.H.TT;Auvergne-Rhône-Alpes - Nb de défaillances d'entreprises cumulé sur 12 mois - Transports et entreposage - Brut
DIREN_M_R84_DE_UL_DF_03_N_I_TT;Auvergne-Rhône-Alpes;12 mois;Hébergement et restauration;DIREN.M.R84.DE.UL.DF.03.N.I.TT;Auvergne-Rhône-Alpes - Nb de défaillances d'entreprises cumulé sur 12 mois - Hébergement et restauration - Brut
DIREN_M_R84_DE_UL_DF_03_N_JZ_TT;Auvergne-Rhône-Alpes;12 mois;Information et communication;DIREN.M.R84.DE.UL.DF.03.N.JZ.TT;Auvergne-Rhône-Alpes - Nb de défaillances d'entreprises cumulé sur 12 mois - Information et communication - Brut
DIREN_M_R84_DE_UL_DF_03_N_KZ_TT;Auvergne-Rhône-Alpes;12 mois;Activités financières et d'assurance;DIREN.M.R84.DE.UL.DF.03.N.KZ.TT;Auvergne-Rhône-Alpes - Nb de défaillances d'entreprises cumulé sur 12 mois - Activités financières et d'assurance - Brut
DIREN_M_R84_DE_UL_DF_03_N_LZ_TT;Auvergne-Rhône-Alpes;12 mois;Activités immobilières;DIREN.M.R84.DE.UL.DF.03.N.LZ.TT;Auvergne-Rhône-Alpes - Nb de défaillances d'entreprises cumulé sur 12 mois - Activités immobilières - Brut
DIREN_M_R84_DE_UL_DF_03_N_MN_TT;Auvergne-Rhône-Alpes;12 mois;Soutien aux entreprises;DIREN.M.R84.DE.UL.DF.03.N.MN.TT;Auvergne-Rhône-Alpes - Nb de défaillances d'entreprises cumulé sur 12 mois - Soutien aux entreprises - Brut
DIREN_M_R84_DE_UL_DF_03_N_PS_TT;Auvergne-Rhône-Alpes;12 mois;Enseign., santé, act. soc. et services aux ménages;DIREN.M.R84.DE.UL.DF.03.N.PS.TT;Auvergne-Rhône-Alpes - Nb de défaillances d'entreprises cumulé sur 12 mois - Enseign., santé, act. soc. et services aux ménages - Brut
DIREN_M_R84_DE_UL_DF_03_N_ZZ_TT;Auvergne-Rhône-Alpes;12 mois;Tous secteurs;DIREN.M.R84.DE.UL.DF.03.N.ZZ.TT;Auvergne-Rhône-Alpes - Nb de défaillances d'entreprises cumulé sur 12 mois - Tous secteurs - Brut
DIREN_M_R93_DE_UL_DF_03_N_AZ_TT;Provence-Alpes-Côte d?Azur;12 mois;Agriculture, sylviculture et pêche;DIREN.M.R93.DE.UL.DF.03.N.AZ.TT;Provence-Alpes-Côte d?Azur - Nb de défaillances d'entreprises cumulé sur 12 mois - Agriculture, sylviculture et pêche - Brut
DIREN_M_R93_DE_UL_DF_03_N_BE_TT;Provence-Alpes-Côte d?Azur;12 mois;Industrie;DIREN.M.R93.DE.UL.DF.03.N.BE.TT;Provence-Alpes-Côte d?Azur - Nb de défaillances d'entreprises cumulé sur 12 mois - Industrie - Brut
DIREN_M_R93_DE_UL_DF_03_N_FZ_TT;Provence-Alpes-Côte d?Azur;12 mois;Construction;DIREN.M.R93.DE.UL.DF.03.N.FZ.TT;Provence-Alpes-Côte d?Azur - Nb de défaillances d'entreprises cumulé sur 12 mois - Construction - Brut
DIREN_M_R93_DE_UL_DF_03_N_G_TT;Provence-Alpes-Côte d?Azur;12 mois;Commerce et réparation automobile;DIREN.M.R93.DE.UL.DF.03.N.G.TT;Provence-Alpes-Côte d?Azur - Nb de défaillances d'entreprises cumulé sur 12 mois - Commerce et réparation automobile - Brut
DIREN_M_R93_DE_UL_DF_03_N_H_TT;Provence-Alpes-Côte d?Azur;12 mois;Transports et entreposage;DIREN.M.R93.DE.UL.DF.03.N.H.TT;Provence-Alpes-Côte d?Azur - Nb de défaillances d'entreprises cumulé sur 12 mois - Transports et entreposage - Brut
DIREN_M_R93_DE_UL_DF_03_N_I_TT;Provence-Alpes-Côte d?Azur;12 mois;Hébergement et restauration;DIREN.M.R93.DE.UL.DF.03.N.I.TT;Provence-Alpes-Côte d?Azur - Nb de défaillances d'entreprises cumulé sur 12 mois - Hébergement et restauration - Brut
DIREN_M_R93_DE_UL_DF_03_N_JZ_TT;Provence-Alpes-Côte d?Azur;12 mois;Information et communication;DIREN.M.R93.DE.UL.DF.03.N.JZ.TT;Provence-Alpes-Côte d?Azur - Nb de défaillances d'entreprises cumulé sur 12 mois - Information et communication - Brut
DIREN_M_R93_DE_UL_DF_03_N_KZ_TT;Provence-Alpes-Côte d?Azur;12 mois;Activités financières et d'assurance;DIREN.M.R93.DE.UL.DF.03.N.KZ.TT;Provence-Alpes-Côte d?Azur - Nb de défaillances d'entreprises cumulé sur 12 mois - Activités financières et d'assurance - Brut
DIREN_M_R93_DE_UL_DF_03_N_LZ_TT;Provence-Alpes-Côte d?Azur;12 mois;Activités immobilières;DIREN.M.R93.DE.UL.DF.03.N.LZ.TT;Provence-Alpes-Côte d?Azur - Nb de défaillances d'entreprises cumulé sur 12 mois - Activités immobilières - Brut
DIREN_M_R93_DE_UL_DF_03_N_MN_TT;Provence-Alpes-Côte d?Azur;12 mois;Soutien aux entreprises;DIREN.M.R93.DE.UL.DF.03.N.MN.TT;Provence-Alpes-Côte d?Azur - Nb de défaillances d'entreprises cumulé sur 12 mois - Soutien aux entreprises - Brut
DIREN_M_R93_DE_UL_DF_03_N_PS_TT;Provence-Alpes-Côte d?Azur;12 mois;Enseign., santé, act. soc. et services aux ménages;DIREN.M.R93.DE.UL.DF.03.N.PS.TT;Provence-Alpes-Côte d?Azur - Nb de défaillances d'entreprises cumulé sur 12 mois - Enseign., santé, act. soc. et services aux ménages - Brut
DIREN_M_R93_DE_UL_DF_03_N_ZZ_TT;Provence-Alpes-Côte d?Azur;12 mois;Tous secteurs;DIREN.M.R93.DE.UL.DF.03.N.ZZ.TT;Provence-Alpes-Côte d?Azur - Nb de défaillances d'entreprises cumulé sur 12 mois - Tous secteurs - Brut
DIREN_M_R94_DE_UL_DF_03_N_AZ_TT;Corse;12 mois;Agriculture, sylviculture et pêche;DIREN.M.R94.DE.UL.DF.03.N.AZ.TT;Corse - Nb de défaillances d'entreprises cumulé sur 12 mois - Agriculture, sylviculture et pêche - Brut
DIREN_M_R94_DE_UL_DF_03_N_BE_TT;Corse;12 mois;Industrie;DIREN.M.R94.DE.UL.DF.03.N.BE.TT;Corse - Nb de défaillances d'entreprises cumulé sur 12 mois - Industrie - Brut
DIREN_M_R94_DE_UL_DF_03_N_FZ_TT;Corse;12 mois;Construction;DIREN.M.R94.DE.UL.DF.03.N.FZ.TT;Corse - Nb de défaillances d'entreprises cumulé sur 12 mois - Construction - Brut
DIREN_M_R94_DE_UL_DF_03_N_G_TT;Corse;12 mois;Commerce et réparation automobile;DIREN.M.R94.DE.UL.DF.03.N.G.TT;Corse - Nb de défaillances d'entreprises cumulé sur 12 mois - Commerce et réparation automobile - Brut
DIREN_M_R94_DE_UL_DF_03_N_H_TT;Corse;12 mois;Transports et entreposage;DIREN.M.R94.DE.UL.DF.03.N.H.TT;Corse - Nb de défaillances d'entreprises cumulé sur 12 mois - Transports et entreposage - Brut
DIREN_M_R94_DE_UL_DF_03_N_I_TT;Corse;12 mois;Hébergement et restauration;DIREN.M.R94.DE.UL.DF.03.N.I.TT;Corse - Nb de défaillances d'entreprises cumulé sur 12 mois - Hébergement et restauration - Brut
DIREN_M_R94_DE_UL_DF_03_N_JZ_TT;Corse;12 mois;Information et communication;DIREN.M.R94.DE.UL.DF.03.N.JZ.TT;Corse - Nb de défaillances d'entreprises cumulé sur 12 mois - Information et communication - Brut
DIREN_M_R94_DE_UL_DF_03_N_KZ_TT;Corse;12 mois;Activités financières et d'assurance;DIREN.M.R94.DE.UL.DF.03.N.KZ.TT;Corse - Nb de défaillances d'entreprises cumulé sur 12 mois - Activités financières et d'assurance - Brut
DIREN_M_R94_DE_UL_DF_03_N_LZ_TT;Corse;12 mois;Activités immobilières;DIREN.M.R94.DE.UL.DF.03.N.LZ.TT;Corse - Nb de défaillances d'entreprises cumulé sur 12 mois - Activités immobilières - Brut
DIREN_M_R94_DE_UL_DF_03_N_MN_TT;Corse;12 mois;Soutien aux entreprises;DIREN.M.R94.DE.UL.DF.03.N.MN.TT;Corse - Nb de défaillances d'entreprises cumulé sur 12 mois - Soutien aux entreprises - Brut
DIREN_M_R94_DE_UL_DF_03_N_PS_TT;Corse;12 mois;Enseign., santé, act. soc. et services aux ménages;DIREN.M.R94.DE.UL.DF.03.N.PS.TT;Corse - Nb de défaillances d'entreprises cumulé sur 12 mois - Enseign., santé, act. soc. et services aux ménages - Brut
DIREN_M_R94_DE_UL_DF_03_N_ZZ_TT;Corse;12 mois;Tous secteurs;DIREN.M.R94.DE.UL.DF.03.N.ZZ.TT;Corse - Nb de défaillances d'entreprises cumulé sur 12 mois - Tous secteurs - Brut
DIREN_Q_D01_DE_UL_DF_19_N_ZZ_TT;Ain;trimestre;Tous secteurs;DIREN.Q.D01.DE.UL.DF.19.N.ZZ.TT;Ain - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D02_DE_UL_DF_19_N_ZZ_TT;Aisne;trimestre;Tous secteurs;DIREN.Q.D02.DE.UL.DF.19.N.ZZ.TT;Aisne - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D03_DE_UL_DF_19_N_ZZ_TT;Allier;trimestre;Tous secteurs;DIREN.Q.D03.DE.UL.DF.19.N.ZZ.TT;Allier - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D04_DE_UL_DF_19_N_ZZ_TT;Alpes-de-Haute-Provence;trimestre;Tous secteurs;DIREN.Q.D04.DE.UL.DF.19.N.ZZ.TT;Alpes-de-Haute-Provence - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D05_DE_UL_DF_19_N_ZZ_TT;Hautes-Alpes;trimestre;Tous secteurs;DIREN.Q.D05.DE.UL.DF.19.N.ZZ.TT;Hautes-Alpes - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D06_DE_UL_DF_19_N_ZZ_TT;Alpes-Maritimes;trimestre;Tous secteurs;DIREN.Q.D06.DE.UL.DF.19.N.ZZ.TT;Alpes-Maritimes - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D07_DE_UL_DF_19_N_ZZ_TT;Ardèche;trimestre;Tous secteurs;DIREN.Q.D07.DE.UL.DF.19.N.ZZ.TT;Ardèche - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D08_DE_UL_DF_19_N_ZZ_TT;Ardennes;trimestre;Tous secteurs;DIREN.Q.D08.DE.UL.DF.19.N.ZZ.TT;Ardennes - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D09_DE_UL_DF_19_N_ZZ_TT;Ariège;trimestre;Tous secteurs;DIREN.Q.D09.DE.UL.DF.19.N.ZZ.TT;Ariège - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D10_DE_UL_DF_19_N_ZZ_TT;Aube;trimestre;Tous secteurs;DIREN.Q.D10.DE.UL.DF.19.N.ZZ.TT;Aube - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D11_DE_UL_DF_19_N_ZZ_TT;Aude;trimestre;Tous secteurs;DIREN.Q.D11.DE.UL.DF.19.N.ZZ.TT;Aude - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D12_DE_UL_DF_19_N_ZZ_TT;Aveyron;trimestre;Tous secteurs;DIREN.Q.D12.DE.UL.DF.19.N.ZZ.TT;Aveyron - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D13_DE_UL_DF_19_N_ZZ_TT;Bouches-du-Rhône;trimestre;Tous secteurs;DIREN.Q.D13.DE.UL.DF.19.N.ZZ.TT;Bouches-du-Rhône - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D14_DE_UL_DF_19_N_ZZ_TT;Calvados;trimestre;Tous secteurs;DIREN.Q.D14.DE.UL.DF.19.N.ZZ.TT;Calvados - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D15_DE_UL_DF_19_N_ZZ_TT;Cantal;trimestre;Tous secteurs;DIREN.Q.D15.DE.UL.DF.19.N.ZZ.TT;Cantal - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D16_DE_UL_DF_19_N_ZZ_TT;Charente;trimestre;Tous secteurs;DIREN.Q.D16.DE.UL.DF.19.N.ZZ.TT;Charente - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D17_DE_UL_DF_19_N_ZZ_TT;Charente-Maritime;trimestre;Tous secteurs;DIREN.Q.D17.DE.UL.DF.19.N.ZZ.TT;Charente-Maritime - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
DIREN_Q_D18_DE_UL_DF_19_N_ZZ_TT;Cher;trimestre;Tous secteurs;DIREN.Q.D18.DE.UL.DF.19.N.ZZ.TT;Cher - Nb de défaillances d'entreprises cumulé sur le trimestre - Tous secteurs - Brut
